first_timestamp_ms,last_timestamp_ms,src_ip,src_port,dst_ip,dst_port,protocol,label
1421931446000.0,1421931447000.0,175.45.176.0,13724,149.171.126.10,179,6,1
1421931446000.0,1421931447000.0,175.45.176.0,34763,149.171.126.16,21,6,1
1421931446000.0,1421931459000.0,175.45.176.2,4192,149.171.126.19,80,6,1
1421931448000.0,1421931449000.0,175.45.176.0,9586,149.171.126.10,179,6,1
1421931448000.0,1421931451000.0,175.45.176.0,28443,149.171.126.17,25,6,1
1421931449000.0,1421931451000.0,175.45.176.2,11280,149.171.126.14,110,6,1
1421931450000.0,1421931451000.0,175.45.176.3,14030,149.171.126.14,80,6,1
1421931450000.0,1421931451000.0,175.45.176.0,12049,149.171.126.10,179,6,1
1421931450000.0,1421931451000.0,175.45.176.0,6550,149.171.126.11,80,6,1
1421931451000.0,1421931452000.0,175.45.176.0,64814,149.171.126.10,179,6,1
1421931452000.0,1421931453000.0,175.45.176.2,15295,149.171.126.16,80,6,1
1421931453000.0,1421931454000.0,175.45.176.0,2648,149.171.126.10,179,6,1
1421931453000.0,1421931454000.0,175.45.176.2,28740,149.171.126.15,2001,6,1
1421931454000.0,1421931456000.0,175.45.176.3,21658,149.171.126.16,111,6,1
1421931455000.0,1421931456000.0,175.45.176.3,43509,149.171.126.16,80,6,1
1421931456000.0,1421931457000.0,175.45.176.0,14653,149.171.126.10,179,6,1
1421931457000.0,1421931458000.0,175.45.176.1,51003,149.171.126.12,111,6,1
1421931457000.0,1421931458000.0,175.45.176.0,46883,149.171.126.17,80,6,1
1421931458000.0,1421931459000.0,175.45.176.0,63663,149.171.126.10,179,6,1
1421931458000.0,1421931461000.0,175.45.176.1,21168,149.171.126.10,110,6,1
1421931459000.0,1421931462000.0,175.45.176.1,47872,149.171.126.14,21,6,1
1421931460000.0,1421931463000.0,175.45.176.2,21183,149.171.126.14,25,6,1
1421931461000.0,1421931462000.0,175.45.176.1,49865,149.171.126.14,61955,6,1
1421931461000.0,1421931462000.0,175.45.176.0,65126,149.171.126.10,179,6,1
1421931462000.0,1421931466000.0,175.45.176.2,37182,149.171.126.14,25,6,1
1421931463000.0,1421931465000.0,175.45.176.1,5296,149.171.126.19,25,6,1
1421931464000.0,1421931465000.0,175.45.176.0,63891,149.171.126.10,179,6,1
1421931464000.0,1421931466000.0,175.45.176.2,62663,149.171.126.14,80,6,1
1421931465000.0,1421931468000.0,175.45.176.0,15846,149.171.126.14,110,6,1
1421931466000.0,1421931471000.0,175.45.176.2,7798,149.171.126.19,110,6,1
1421931467000.0,1421931467000.0,175.45.176.0,13029,149.171.126.10,179,6,1
1421931414000.0,1421931469000.0,175.45.176.2,1630,149.171.126.17,135,6,1
1421931469000.0,1421931470000.0,175.45.176.1,30357,149.171.126.14,80,6,1
1421931469000.0,1421931470000.0,175.45.176.0,4355,149.171.126.13,30236,6,1
1421931469000.0,1421931471000.0,175.45.176.0,7832,149.171.126.10,179,6,1
1421931471000.0,1421931472000.0,175.45.176.0,13732,149.171.126.10,179,6,1
1421931472000.0,1421931472000.0,175.45.176.3,14974,149.171.126.14,179,6,1
1421931472000.0,1421931473000.0,175.45.176.0,10919,149.171.126.10,179,6,1
1421931472000.0,1421931473000.0,175.45.176.1,16974,149.171.126.12,80,6,1
1421931473000.0,1421931474000.0,175.45.176.3,59899,149.171.126.14,179,6,1
1421931473000.0,1421931473000.0,175.45.176.0,63950,149.171.126.10,179,6,1
1421931474000.0,1421931474000.0,175.45.176.0,41707,149.171.126.10,179,6,1
1421931474000.0,1421931475000.0,175.45.176.3,39515,149.171.126.11,80,6,1
1421931474000.0,1421931475000.0,175.45.176.0,63673,149.171.126.10,179,6,1
1421931474000.0,1421931476000.0,175.45.176.3,3695,149.171.126.14,179,6,1
1421931475000.0,1421931476000.0,175.45.176.1,43168,149.171.126.12,111,6,1
1421931476000.0,1421931477000.0,175.45.176.3,3700,149.171.126.14,179,6,1
1421931476000.0,1421931477000.0,175.45.176.0,2625,149.171.126.10,179,6,1
1421931477000.0,1421931478000.0,175.45.176.3,3699,149.171.126.14,179,6,1
1421931478000.0,1421931479000.0,175.45.176.2,58854,149.171.126.16,80,6,1
1421931478000.0,1421931481000.0,175.45.176.3,34913,149.171.126.13,21,6,1
1421931479000.0,1421931480000.0,175.45.176.0,65356,149.171.126.10,179,6,1
1421931479000.0,1421931480000.0,175.45.176.3,2826,149.171.126.14,179,6,1
1421931480000.0,1421931480000.0,175.45.176.2,20324,149.171.126.10,80,6,1
1421931480000.0,1421931481000.0,175.45.176.3,54659,149.171.126.13,57788,6,1
1421931480000.0,1421931488000.0,175.45.176.1,12293,149.171.126.18,80,6,1
1421931481000.0,1421931482000.0,175.45.176.0,13518,149.171.126.10,179,6,1
1421931481000.0,1421931481000.0,175.45.176.3,61864,149.171.126.14,179,6,1
1421931482000.0,1421931482000.0,175.45.176.3,48050,149.171.126.14,179,6,1
1421931482000.0,1421931484000.0,175.45.176.1,30399,149.171.126.12,25,6,1
1421931483000.0,1421931484000.0,175.45.176.3,3696,149.171.126.14,179,6,1
1421931483000.0,1421931484000.0,175.45.176.0,11366,149.171.126.10,179,6,1
1421931484000.0,1421931485000.0,175.45.176.3,60194,149.171.126.14,179,6,1
1421931484000.0,1421931485000.0,175.45.176.1,55016,149.171.126.16,80,6,1
1421931485000.0,1421931487000.0,175.45.176.3,31418,149.171.126.17,25,6,1
1421931485000.0,1421931486000.0,175.45.176.0,8633,149.171.126.10,179,6,1
1421931485000.0,1421931487000.0,175.45.176.2,49004,149.171.126.19,80,6,1
1421931486000.0,1421931488000.0,175.45.176.3,35378,149.171.126.14,179,6,1
1421931487000.0,1421931488000.0,175.45.176.0,64985,149.171.126.10,179,6,1
1421931487000.0,1421931488000.0,175.45.176.3,3536,149.171.126.14,23476,6,1
1421931489000.0,1421931491000.0,175.45.176.0,13754,149.171.126.10,179,6,1
1421931490000.0,1421931491000.0,175.45.176.2,43700,149.171.126.10,80,6,1
1421931491000.0,1421931516000.0,175.45.176.1,0,149.171.126.12,0,89,1
1421931491000.0,1421931493000.0,175.45.176.1,49991,149.171.126.16,80,6,1
1421931491000.0,1421931492000.0,175.45.176.0,4326,149.171.126.12,80,6,1
1421931492000.0,1421931493000.0,175.45.176.0,63638,149.171.126.10,179,6,1
1421931493000.0,1421931494000.0,175.45.176.0,30962,149.171.126.11,80,6,1
1421931493000.0,1421931494000.0,175.45.176.0,63832,149.171.126.10,179,6,1
1421931494000.0,1421931495000.0,175.45.176.0,7921,149.171.126.13,16091,6,1
1421931495000.0,1421931496000.0,175.45.176.0,10936,149.171.126.10,179,6,1
1421931496000.0,1421931497000.0,175.45.176.3,2576,149.171.126.16,111,6,1
1421931496000.0,1421931496000.0,175.45.176.0,14578,149.171.126.10,179,6,1
1421931497000.0,1421931497000.0,175.45.176.0,63743,149.171.126.10,179,6,1
1421931497000.0,1421931498000.0,175.45.176.2,42658,149.171.126.17,80,6,1
1421931498000.0,1421931500000.0,175.45.176.1,3213,149.171.126.17,143,6,1
1421931498000.0,1421931498000.0,175.45.176.0,64389,149.171.126.10,179,6,1
1421931499000.0,1421931499000.0,175.45.176.0,6319,149.171.126.10,179,6,1
1421931499000.0,1421931500000.0,175.45.176.2,59495,149.171.126.10,80,6,1
1421931499000.0,1421931500000.0,175.45.176.0,12837,149.171.126.10,179,6,1
1421931500000.0,1421931501000.0,175.45.176.2,13004,149.171.126.10,80,6,1
1421931500000.0,1421931501000.0,175.45.176.0,59268,149.171.126.10,179,6,1
1421931502000.0,1421931503000.0,175.45.176.0,10165,149.171.126.10,179,6,1
1421931502000.0,1421931544000.0,175.45.176.2,20881,149.171.126.15,25,6,1
1421931503000.0,1421931505000.0,175.45.176.2,12037,149.171.126.17,110,6,1
1421931504000.0,1421931505000.0,175.45.176.0,63924,149.171.126.10,179,6,1
1421931505000.0,1421931506000.0,175.45.176.2,47834,149.171.126.16,80,6,1
1421931506000.0,1421931506000.0,175.45.176.0,63915,149.171.126.10,179,6,1
1421931506000.0,1421931508000.0,175.45.176.3,14639,149.171.126.14,143,6,1
1421931507000.0,1421931509000.0,175.45.176.2,32089,149.171.126.13,110,6,1
1421931509000.0,1421931510000.0,175.45.176.2,6881,149.171.126.16,80,6,1
1421931509000.0,1421931510000.0,175.45.176.0,2639,149.171.126.10,179,6,1
1421931511000.0,1421931512000.0,175.45.176.0,65407,149.171.126.10,179,6,1
1421931511000.0,1421931514000.0,175.45.176.2,58484,149.171.126.11,25,6,1
1421931512000.0,1421931514000.0,175.45.176.2,14796,149.171.126.14,80,6,1
1421931513000.0,1421931513000.0,175.45.176.1,3084,149.171.126.15,80,6,1
1421931514000.0,1421931515000.0,175.45.176.0,11714,149.171.126.10,179,6,1
1421931515000.0,1421931516000.0,175.45.176.3,50099,149.171.126.17,8028,6,1
1421931515000.0,1421931518000.0,175.45.176.2,10794,149.171.126.18,25,6,1
1421931516000.0,1421931517000.0,175.45.176.0,63670,149.171.126.10,179,6,1
1421931516000.0,1421931518000.0,175.45.176.0,41822,149.171.126.13,143,6,1
1421931517000.0,1421931517000.0,175.45.176.1,46459,149.171.126.16,80,6,1
1421931518000.0,1421931518000.0,175.45.176.0,21486,149.171.126.10,179,6,1
1421931519000.0,1421931519000.0,175.45.176.2,26445,149.171.126.17,80,6,1
1421931519000.0,1421931520000.0,175.45.176.0,9316,149.171.126.10,179,6,1
1421931520000.0,1421931521000.0,175.45.176.2,48144,149.171.126.17,80,6,1
1421931520000.0,1421931522000.0,175.45.176.0,2172,149.171.126.10,179,6,1
1421931521000.0,1421931523000.0,175.45.176.1,16430,149.171.126.18,111,6,1
1421931522000.0,1421931523000.0,175.45.176.3,22864,149.171.126.19,80,6,1
1421931522000.0,1421931524000.0,175.45.176.0,63897,149.171.126.10,179,6,1
1421931524000.0,1421931526000.0,175.45.176.0,65035,149.171.126.10,179,6,1
1421931525000.0,1421931526000.0,175.45.176.1,19314,149.171.126.18,2308,6,1
1421931525000.0,1421931526000.0,175.45.176.0,36901,149.171.126.13,80,6,1
1421931527000.0,1421931531000.0,175.45.176.3,53518,149.171.126.16,110,6,1
1421931528000.0,1421931531000.0,175.45.176.2,56518,149.171.126.18,110,6,1
1421931530000.0,1421931531000.0,175.45.176.2,13439,149.171.126.16,8080,6,1
1421931530000.0,1421931533000.0,175.45.176.3,48130,149.171.126.16,25,6,1
1421931533000.0,1421931536000.0,175.45.176.0,16569,149.171.126.16,143,6,1
1421931534000.0,1421931534000.0,175.45.176.1,52755,149.171.126.16,80,6,1
1421931534000.0,1421931536000.0,175.45.176.1,41626,149.171.126.14,111,6,1
1421931536000.0,1421931539000.0,175.45.176.2,26554,149.171.126.14,25,6,1
1421931539000.0,1421931541000.0,175.45.176.2,48498,149.171.126.10,110,6,1
1421931540000.0,1421931540000.0,175.45.176.3,63908,149.171.126.12,80,6,1
1421931541000.0,1421931542000.0,175.45.176.3,19023,149.171.126.10,1723,6,1
1421931541000.0,1421931543000.0,175.45.176.0,8218,149.171.126.17,111,6,1
1421931542000.0,1421931543000.0,175.45.176.3,15788,149.171.126.10,1723,6,1
1421931543000.0,1421931544000.0,175.45.176.3,61719,149.171.126.10,1723,6,1
1421931544000.0,1421931545000.0,175.45.176.0,8582,149.171.126.12,111,6,1
1421931544000.0,1421931545000.0,175.45.176.0,27945,149.171.126.12,80,6,1
1421931545000.0,1421931546000.0,175.45.176.3,10741,149.171.126.10,1723,6,1
1421931546000.0,1421931546000.0,175.45.176.0,51280,149.171.126.14,80,6,1
1421931546000.0,1421931546000.0,175.45.176.3,29451,149.171.126.10,1723,6,1
1421931547000.0,1421931547000.0,175.45.176.0,11829,149.171.126.12,80,6,1
1421931547000.0,1421931547000.0,175.45.176.3,1835,149.171.126.10,1723,6,1
1421931547000.0,1421931547000.0,175.45.176.0,10947,149.171.126.10,179,6,1
1421931548000.0,1421931548000.0,175.45.176.3,23321,149.171.126.10,1723,6,1
1421931548000.0,1421931549000.0,175.45.176.0,29005,149.171.126.16,25,6,1
1421931548000.0,1421931549000.0,175.45.176.3,14780,149.171.126.10,1723,6,1
1421931549000.0,1421931549000.0,175.45.176.1,54193,149.171.126.14,53848,6,1
1421931549000.0,1421931550000.0,175.45.176.3,64125,149.171.126.10,1723,6,1
1421931550000.0,1421931550000.0,175.45.176.1,65243,149.171.126.18,1526,6,1
1421931550000.0,1421931551000.0,175.45.176.3,3400,149.171.126.10,1723,6,1
1421931551000.0,1421931551000.0,175.45.176.3,27095,149.171.126.10,1723,6,1
1421931551000.0,1421931555000.0,175.45.176.1,9182,149.171.126.13,21,6,1
1421931552000.0,1421931552000.0,175.45.176.3,17626,149.171.126.10,1723,6,1
1421931553000.0,1421931553000.0,175.45.176.3,14883,149.171.126.10,1723,6,1
1421931553000.0,1421931554000.0,175.45.176.3,38642,149.171.126.19,80,6,1
1421931554000.0,1421931554000.0,175.45.176.1,4727,149.171.126.13,59465,6,1
1421931554000.0,1421931555000.0,175.45.176.3,63856,149.171.126.10,1723,6,1
1421931557000.0,1421931557000.0,175.45.176.1,47439,149.171.126.18,53,17,1
1421931555000.0,1421931556000.0,175.45.176.0,8974,149.171.126.10,80,6,1
1421931555000.0,1421931556000.0,175.45.176.3,31570,149.171.126.10,1723,6,1
1421931556000.0,1421931556000.0,175.45.176.1,1043,149.171.126.18,53,17,1
1421931557000.0,1421931558000.0,175.45.176.3,65142,149.171.126.10,1723,6,1
1421931557000.0,1421931558000.0,175.45.176.2,59357,149.171.126.17,43327,6,1
1421931558000.0,1421931559000.0,175.45.176.1,13737,149.171.126.14,80,6,1
1421931558000.0,1421931559000.0,175.45.176.3,27914,149.171.126.10,1723,6,1
1421931558000.0,1421931560000.0,175.45.176.2,33674,149.171.126.14,80,6,1
1421931560000.0,1421931560000.0,175.45.176.3,18967,149.171.126.10,1723,6,1
1421931560000.0,1421931561000.0,175.45.176.2,19568,149.171.126.19,1080,6,1
1421931561000.0,1421931562000.0,175.45.176.3,1673,149.171.126.10,1723,6,1
1421931561000.0,1421931562000.0,175.45.176.0,6723,149.171.126.10,80,6,1
1421931561000.0,1421931568000.0,175.45.176.0,34019,149.171.126.10,80,6,1
1421931562000.0,1421931563000.0,175.45.176.3,19680,149.171.126.10,1723,6,1
1421931562000.0,1421931563000.0,175.45.176.1,2866,149.171.126.13,111,6,1
1421931563000.0,1421931564000.0,175.45.176.3,47976,149.171.126.17,80,6,1
1421931563000.0,1421931564000.0,175.45.176.3,12132,149.171.126.10,1723,6,1
1421931564000.0,1421931565000.0,175.45.176.3,48563,149.171.126.10,1723,6,1
1421931565000.0,1421931566000.0,175.45.176.3,3646,149.171.126.10,1723,6,1
1421931566000.0,1421931567000.0,175.45.176.2,32961,149.171.126.10,80,6,1
1421931567000.0,1421931567000.0,175.45.176.3,1913,149.171.126.10,1723,6,1
1421931567000.0,1421931571000.0,175.45.176.0,26644,149.171.126.12,21,6,1
1421931568000.0,1421931569000.0,175.45.176.3,62108,149.171.126.10,1723,6,1
1421931568000.0,1421931570000.0,175.45.176.2,47699,149.171.126.17,80,6,1
1421931569000.0,1421931571000.0,175.45.176.3,59174,149.171.126.19,80,6,1
1421931570000.0,1421931570000.0,175.45.176.0,2731,149.171.126.14,80,6,1
1421931570000.0,1421931571000.0,175.45.176.0,43051,149.171.126.12,49981,6,1
1421931571000.0,1421931572000.0,175.45.176.3,15050,149.171.126.10,1723,6,1
1421931571000.0,1421931573000.0,175.45.176.1,11664,149.171.126.19,25,6,1
1421931573000.0,1421931574000.0,175.45.176.3,24875,149.171.126.10,1723,6,1
1421931573000.0,1421931575000.0,175.45.176.2,41302,149.171.126.17,111,6,1
1421931573000.0,1421931574000.0,175.45.176.1,21917,149.171.126.11,12175,6,1
1421931574000.0,1421931576000.0,175.45.176.1,48546,149.171.126.10,110,6,1
1421931574000.0,1421931575000.0,175.45.176.0,13727,149.171.126.10,179,6,1
1421931574000.0,1421931575000.0,175.45.176.3,63890,149.171.126.10,1723,6,1
1421931575000.0,1421931576000.0,175.45.176.3,65343,149.171.126.10,1723,6,1
1421931576000.0,1421931577000.0,175.45.176.3,7197,149.171.126.10,80,6,1
1421931577000.0,1421931577000.0,175.45.176.3,18968,149.171.126.10,1723,6,1
1421931577000.0,1421931578000.0,175.45.176.0,34203,149.171.126.13,80,6,1
1421931577000.0,1421931579000.0,175.45.176.1,22917,149.171.126.19,80,6,1
1421931578000.0,1421931580000.0,175.45.176.3,14900,149.171.126.11,4848,6,1
1421931578000.0,1421931579000.0,175.45.176.3,63624,149.171.126.10,1723,6,1
1421931579000.0,1421931580000.0,175.45.176.3,14822,149.171.126.10,1723,6,1
1421931580000.0,1421931581000.0,175.45.176.0,10126,149.171.126.10,80,6,1
1421931580000.0,1421931581000.0,175.45.176.0,63899,149.171.126.10,179,6,1
1421931580000.0,1421931581000.0,175.45.176.3,17274,149.171.126.10,1723,6,1
1421931581000.0,1421931581000.0,175.45.176.3,1024,149.171.126.19,53,17,1
1421931581000.0,1421931582000.0,175.45.176.3,30900,149.171.126.10,1723,6,1
1421931582000.0,1421931583000.0,175.45.176.3,61322,149.171.126.18,80,6,1
1421931582000.0,1421931583000.0,175.45.176.3,28274,149.171.126.10,1723,6,1
1421931583000.0,1421931584000.0,175.45.176.2,33152,149.171.126.18,80,6,1
1421931583000.0,1421931584000.0,175.45.176.3,65048,149.171.126.10,1723,6,1
1421931584000.0,1421931587000.0,175.45.176.2,48185,149.171.126.19,110,6,1
1421931585000.0,1421931586000.0,175.45.176.3,20949,149.171.126.10,1723,6,1
1421931586000.0,1421931586000.0,175.45.176.0,14471,149.171.126.11,555,6,1
1421931587000.0,1421931590000.0,175.45.176.2,31417,149.171.126.12,25,6,1
1421931587000.0,1421931588000.0,175.45.176.3,1759,149.171.126.10,1723,6,1
1421931589000.0,1421931590000.0,175.45.176.3,27629,149.171.126.10,1723,6,1
1421931589000.0,1421931590000.0,175.45.176.3,10697,149.171.126.13,80,6,1
1421931590000.0,1421931593000.0,175.45.176.2,46111,149.171.126.18,143,6,1
1421931590000.0,1421931593000.0,175.45.176.2,50412,149.171.126.15,80,6,1
1421931591000.0,1421931592000.0,175.45.176.3,3356,149.171.126.10,1723,6,1
1421931592000.0,1421931599000.0,175.45.176.1,45756,149.171.126.16,8903,6,1
1421931592000.0,1421931592000.0,175.45.176.3,1596,149.171.126.10,1723,6,1
1421931592000.0,1421931595000.0,175.45.176.0,34848,149.171.126.11,80,6,1
1421931594000.0,1421931594000.0,175.45.176.3,12165,149.171.126.10,1723,6,1
1421931595000.0,1421931596000.0,175.45.176.3,19137,149.171.126.10,1723,6,1
1421931596000.0,1421931597000.0,175.45.176.3,9493,149.171.126.11,80,6,1
1421931596000.0,1421931597000.0,175.45.176.3,62823,149.171.126.10,1723,6,1
1421931597000.0,1421931598000.0,175.45.176.1,26586,149.171.126.13,8080,6,1
1421931597000.0,1421931598000.0,175.45.176.3,15348,149.171.126.10,1723,6,1
1421931598000.0,1421931599000.0,175.45.176.3,58595,149.171.126.10,1723,6,1
1421931599000.0,1421931600000.0,175.45.176.2,10332,149.171.126.10,80,6,1
1421931599000.0,1421931600000.0,175.45.176.3,3525,149.171.126.10,1723,6,1
1421931600000.0,1421931601000.0,175.45.176.0,1872,149.171.126.10,445,6,1
1421931600000.0,1421931603000.0,175.45.176.2,62666,149.171.126.14,9090,6,1
1421931601000.0,1421931602000.0,175.45.176.3,11861,149.171.126.10,1723,6,1
1421931602000.0,1421931604000.0,175.45.176.2,5493,149.171.126.10,110,6,1
1421931602000.0,1421931603000.0,175.45.176.3,1904,149.171.126.10,1723,6,1
1421931603000.0,1421931611000.0,175.45.176.1,31815,149.171.126.13,110,6,1
1421931603000.0,1421931604000.0,175.45.176.3,25093,149.171.126.10,1723,6,1
1421931604000.0,1421931606000.0,175.45.176.0,25783,149.171.126.18,111,6,1
1421931604000.0,1421931627000.0,175.45.176.3,60235,149.171.126.16,25,6,1
1421931607000.0,1421931608000.0,175.45.176.1,13939,149.171.126.17,80,6,1
1421931607000.0,1421931630000.0,175.45.176.2,0,149.171.126.18,0,89,1
1421931609000.0,1421931612000.0,175.45.176.3,65245,149.171.126.10,25,6,1
1421931610000.0,1421931612000.0,175.45.176.0,18671,149.171.126.12,23,6,1
1421931611000.0,1421931611000.0,175.45.176.1,47438,149.171.126.14,80,6,1
1421931612000.0,1421931613000.0,175.45.176.3,43581,149.171.126.13,80,6,1
1421931613000.0,1421931616000.0,175.45.176.1,26126,149.171.126.12,110,6,1
1421931614000.0,1421931617000.0,175.45.176.2,12000,149.171.126.15,25,6,1
1421931615000.0,1421931619000.0,175.45.176.2,52481,149.171.126.12,110,6,1
1421931618000.0,1421931621000.0,175.45.176.2,46327,149.171.126.15,25,6,1
1421931619000.0,1421931619000.0,175.45.176.0,62018,149.171.126.19,80,6,1
1421931622000.0,1421931622000.0,175.45.176.3,47571,149.171.126.14,80,6,1
1421931622000.0,1421931625000.0,175.45.176.2,20989,149.171.126.16,25,6,1
1421931622000.0,1421931624000.0,175.45.176.1,53409,149.171.126.17,80,6,1
1421931623000.0,1421931624000.0,175.45.176.3,34240,149.171.126.18,111,6,1
1421931624000.0,1421931625000.0,175.45.176.0,28802,149.171.126.18,32596,6,1
1421931627000.0,1421931628000.0,175.45.176.2,53206,149.171.126.17,25,6,1
1421931628000.0,1421931629000.0,175.45.176.3,31677,149.171.126.19,13841,6,1
1421931630000.0,1421931630000.0,175.45.176.0,54514,149.171.126.15,179,6,1
1421931630000.0,1421931631000.0,175.45.176.0,38157,149.171.126.15,179,6,1
1421931631000.0,1421931631000.0,175.45.176.0,50322,149.171.126.15,179,6,1
1421931631000.0,1421931635000.0,175.45.176.3,51771,149.171.126.16,25,6,1
1421931631000.0,1421931632000.0,175.45.176.0,22013,149.171.126.15,179,6,1
1421931632000.0,1421931633000.0,175.45.176.0,58778,149.171.126.15,179,6,1
1421931632000.0,1421931633000.0,175.45.176.1,57273,149.171.126.16,111,6,1
1421931633000.0,1421931633000.0,175.45.176.0,42342,149.171.126.15,179,6,1
1421931633000.0,1421931635000.0,175.45.176.3,9195,149.171.126.14,21,6,1
1421931634000.0,1421931634000.0,175.45.176.0,33622,149.171.126.15,179,6,1
1421931634000.0,1421931637000.0,175.45.176.1,4872,149.171.126.13,80,6,1
1421931635000.0,1421931636000.0,175.45.176.0,54592,149.171.126.15,179,6,1
1421931635000.0,1421931636000.0,175.45.176.2,21739,149.171.126.19,111,6,1
1421931635000.0,1421931637000.0,175.45.176.3,60047,149.171.126.14,21,6,1
1421931636000.0,1421931637000.0,175.45.176.0,45101,149.171.126.15,179,6,1
1421931637000.0,1421931640000.0,175.45.176.0,46124,149.171.126.18,110,6,1
1421931637000.0,1421931637000.0,175.45.176.0,60768,149.171.126.15,179,6,1
1421931637000.0,1421931679000.0,175.45.176.0,54539,149.171.126.15,179,6,1
1421931638000.0,1421931638000.0,175.45.176.0,25634,149.171.126.15,179,6,1
1421931638000.0,1421931640000.0,175.45.176.2,40865,149.171.126.18,143,6,1
1421931638000.0,1421931639000.0,175.45.176.3,43326,149.171.126.14,80,6,1
1421931639000.0,1421931698000.0,175.45.176.0,52944,149.171.126.15,179,6,1
1421931639000.0,1421931640000.0,175.45.176.0,59678,149.171.126.15,179,6,1
1421931639000.0,1421931640000.0,175.45.176.2,56175,149.171.126.12,80,6,1
1421931640000.0,1421931640000.0,175.45.176.0,44991,149.171.126.15,179,6,1
1421931641000.0,1421931641000.0,175.45.176.0,47966,149.171.126.15,179,6,1
1421931641000.0,1421931644000.0,175.45.176.3,10034,149.171.126.19,25,6,1
1421931641000.0,1421931642000.0,175.45.176.0,34209,149.171.126.15,179,6,1
1421931642000.0,1421931645000.0,175.45.176.0,49974,149.171.126.12,25,6,1
1421931642000.0,1421931643000.0,175.45.176.2,24243,149.171.126.19,111,6,1
1421931642000.0,1421931643000.0,175.45.176.0,63159,149.171.126.15,179,6,1
1421931643000.0,1421931644000.0,175.45.176.3,42533,149.171.126.15,80,6,1
1421931644000.0,1421931645000.0,175.45.176.0,52286,149.171.126.15,179,6,1
1421931645000.0,1421931645000.0,175.45.176.0,54420,149.171.126.15,179,6,1
1421931646000.0,1421931647000.0,175.45.176.0,52074,149.171.126.12,111,6,1
1421931646000.0,1421931647000.0,175.45.176.2,14925,149.171.126.10,80,6,1
1421931646000.0,1421931647000.0,175.45.176.1,15950,149.171.126.19,80,6,1
1421931646000.0,1421931647000.0,175.45.176.0,46564,149.171.126.15,179,6,1
1421931647000.0,1421931648000.0,175.45.176.1,62549,149.171.126.17,111,6,1
1421931648000.0,1421931648000.0,175.45.176.1,13939,149.171.126.19,80,6,1
1421931648000.0,1421931648000.0,175.45.176.0,50152,149.171.126.15,179,6,1
1421931649000.0,1421931649000.0,175.45.176.0,56312,149.171.126.15,179,6,1
1421931650000.0,1421931650000.0,175.45.176.0,38856,149.171.126.15,179,6,1
1421931650000.0,1421931650000.0,175.45.176.2,52927,149.171.126.10,80,6,1
1421931651000.0,1421931651000.0,175.45.176.0,25670,149.171.126.15,179,6,1
1421931652000.0,1421931652000.0,175.45.176.0,54582,149.171.126.15,179,6,1
1421931652000.0,1421931653000.0,175.45.176.0,45065,149.171.126.15,179,6,1
1421931653000.0,1421931655000.0,175.45.176.2,23880,149.171.126.16,7205,6,1
1421931653000.0,1421931653000.0,175.45.176.0,63476,149.171.126.15,179,6,1
1421931654000.0,1421931654000.0,175.45.176.0,54536,149.171.126.15,179,6,1
1421931654000.0,1421931655000.0,175.45.176.0,60531,149.171.126.15,179,6,1
1421931655000.0,1421931656000.0,175.45.176.3,17490,149.171.126.18,59706,6,1
1421931656000.0,1421931657000.0,175.45.176.0,54474,149.171.126.15,179,6,1
